data, bandwidth
decided|2 9|25|1|3|1681472268.943961|                                                                                           ,399754.9605361132
feedback|1 10|26|3|3|1681472269.5644033|                                                                                        ,677012.499369483
feedback|1 10|26|3|3|1681472269.5644033|                                                                                        ,1206451.4876404495
ask|1 10|DEPOSIT j 14|10|3|1681472269.5645983|                                                                                  ,166885.5803543674
feedback|1 10|24|2|3|1681472269.5650322|                                                                                        ,160884.30086904406
ask|1 10|DEPOSIT j 14|10|3|1681472269.5645983|                                                                                  ,51111.092155369384
decided|1 10|26|3|3|1681472269.5675058|                                                                                         ,960413.0805008945
feedback|1 10|24|2|3|1681472269.5650322|                                                                                        ,50400.94930529478
decided|1 10|26|3|3|1681472269.5675058|                                                                                         ,116584.3457111835
feedback|2 10|27|3|3|1681472269.9489052|                                                                                        ,216392.95122934302
feedback|2 10|27|3|3|1681472269.9489052|                                                                                        ,272938.9486527707
ask|2 10|TRANSFER t -> s 2|10|3|1681472269.94934|                                                                               ,19023.80893660749
ask|2 10|TRANSFER t -> s 2|10|3|1681472269.94934|                                                                               ,26240.025024437928
feedback|2 10|26|1|3|1681472269.9536462|                                                                                        ,29386.989545131095
feedback|2 10|26|1|3|1681472269.9536462|                                                                                        ,21183.353535353537
decided|2 10|27|3|3|1681472269.9631555|                                                                                         ,275884.33299075026
decided|2 10|27|3|3|1681472269.9631555|                                                                                         ,317299.59338061465
feedback|1 11|28|3|3|1681472270.0338395|                                                                                        ,212285.848952155
feedback|1 11|28|3|3|1681472270.0338395|                                                                                        ,322444.9921921922
ask|1 11|TRANSFER r -> j 9|11|3|1681472270.034446|                                                                              ,44234.23514871879
ask|1 11|TRANSFER r -> j 9|11|3|1681472270.034446|                                                                              ,36822.4219478738
feedback|1 11|27|2|3|1681472270.0376313|                                                                                        ,37264.5874921913
feedback|1 11|27|2|3|1681472270.0376313|                                                                                        ,42015.253717326654
decided|1 11|28|3|3|1681472270.047721|                                                                                          ,332016.6431663575
decided|1 11|28|3|3|1681472270.047721|                                                                                          ,255896.52621544327
ask|3 9|TRANSFER e -> z 1|9|3|1681472270.4604836|                                                                               ,220029.06229508197
ask|3 9|TRANSFER e -> z 1|9|3|1681472270.4604836|                                                                               ,233930.68061002178
feedback|3 9|29|2|3|1681472270.4657986|                                                                                         ,327360.31219512195
feedback|3 9|29|2|3|1681472270.4657986|                                                                                         ,279184.0416016641
decided|3 9|29|2|3|1681472270.4671116|                                                                                          ,43160.295200578825
decided|3 9|29|2|3|1681472270.4671116|                                                                                          ,57790.195048439185
feedback|3 9|28|1|3|1681472270.4709918|                                                                                         ,30683.597873921244
feedback|3 9|28|1|3|1681472270.4709918|                                                                                         ,27782.597391844338
ask|3 10|DEPOSIT a 41|10|3|1681472270.5952916|                                                                                  ,220390.3579638752
ask|3 10|DEPOSIT a 41|10|3|1681472270.5952916|                                                                                  ,256018.55603242727
feedback|3 10|30|2|3|1681472270.6002233|                                                                                        ,367468.11225188227
feedback|3 10|30|2|3|1681472270.6002233|                                                                                        ,243589.34301270416
decided|3 10|30|1|3|1681472270.6013777|                                                                                         ,54038.34041268244
decided|3 10|30|1|3|1681472270.6013777|                                                                                         ,61286.633789954336
feedback|3 10|30|1|3|1681472270.6065218|                                                                                        ,25405.58924853303
feedback|3 10|30|1|3|1681472270.6065218|                                                                                        ,26781.947121620273
feedback|2 11|29|3|3|1681472271.1224937|                                                                                        ,195581.38870673953
feedback|2 11|29|3|3|1681472271.1224937|                                                                                        ,219579.10511247444
ask|2 11|TRANSFER e -> d 28|11|3|1681472271.1230097|                                                                            ,39753.49218807849
ask|2 11|TRANSFER e -> d 28|11|3|1681472271.1230097|                                                                            ,37262.00111049417
feedback|2 11|31|1|3|1681472271.1263518|                                                                                        ,39348.49838756963
feedback|2 11|31|1|3|1681472271.1263518|                                                                                        ,25052.305739617357
decided|2 11|31|1|3|1681472271.1345127|                                                                                         ,219220.46222948143
decided|2 11|31|1|3|1681472271.1345127|                                                                                         ,249939.90316573557
feedback|2 12|32|3|3|1681472271.2866433|                                                                                        ,217709.2100567721
feedback|2 12|32|3|3|1681472271.2866433|                                                                                        ,217709.2100567721
ask|2 12|DEPOSIT e 49|12|3|1681472271.2871475|                                                                                  ,31969.92270588936
ask|2 12|DEPOSIT e 49|12|3|1681472271.2871475|                                                                                  ,29599.234314698424
feedback|2 12|32|1|3|1681472271.2917123|                                                                                        ,37086.96546007184
feedback|2 12|32|1|3|1681472271.2917123|                                                                                        ,21474.83648
decided|2 12|32|1|3|1681472271.3008623|                                                                                         ,347489.2634304207
decided|2 12|32|1|3|1681472271.3008623|                                                                                         ,272246.91277890466
ask|3 11|TRANSFER v -> n 1|11|3|1681472271.3063672|                                                                             ,284209.05876124935
ask|3 11|TRANSFER v -> n 1|11|3|1681472271.3063672|                                                                             ,221939.19470855725
feedback|3 11|33|1|3|1681472271.3125322|                                                                                        ,189105.64001408947
feedback|3 11|33|1|3|1681472271.3125322|                                                                                        ,156203.34943264475
decided|3 11|33|1|3|1681472271.3128343|                                                                                         ,39551.4153528805
